user,trick_or_treat,archie_girls,the_dress,imitation,friday_or_saturday
ID-3497,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3498,FALSE,NA,NA,NA,NA
ID-3499,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3492,FALSE,NA,NA,NA,NA
ID-3500,TRUE,???,Blue and black,Flattery,Friday
ID-3501,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3502,FALSE,Betty,Blue and black,Flattery,Friday
ID-3503,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-3504,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3505,FALSE,Betty,White and gold,Laziness,Friday
ID-3506,FALSE,???,White and gold,Flattery,Sunday
ID-3507,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3508,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3509,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3510,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3511,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3512,TRUE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3513,TRUE,???,White and gold,Lazily flattering someone,Friday
ID-3514,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3515,TRUE,Betty,Blue and black,Flattery,Sunday
ID-3516,FALSE,Veronica,White and gold,Flattery,Friday
ID-3517,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3518,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3519,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3520,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3521,TRUE,???,White and gold,Lazily flattering someone,Friday
ID-3522,FALSE,Veronica,White and gold,Laziness,Friday
ID-3523,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-3524,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3525,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-3526,TRUE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3527,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3528,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3529,FALSE,NA,NA,NA,NA
ID-3530,FALSE,???,Blue and black,Laziness,Friday
ID-3531,FALSE,NA,NA,NA,NA
ID-3532,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3533,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3534,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3535,FALSE,Betty,Blue and black,Laziness,Sunday
ID-3536,FALSE,???,White and gold,Flattery,Friday
ID-3537,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3538,FALSE,???,NA,Lazily flattering someone,Friday
ID-3539,FALSE,Veronica,White and gold,Laziness,Sunday
ID-3540,FALSE,Veronica,White and gold,NA,Sunday
ID-3541,FALSE,NA,Blue and black,Laziness,Sunday
ID-3542,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3543,FALSE,Betty,White and gold,Flattery,Sunday
ID-3544,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-3545,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3546,FALSE,Betty,White and gold,Flattery,Friday
ID-3547,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3548,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3549,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3550,TRUE,???,White and gold,Laziness,Sunday
ID-3551,TRUE,Veronica,Blue and black,Laziness,Sunday
ID-3552,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3553,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3554,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3555,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3556,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3557,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3558,FALSE,Betty,Blue and black,Laziness,Friday
ID-3559,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3560,FALSE,???,White and gold,Flattery,Friday
ID-3561,FALSE,Betty,NA,Lazily flattering someone,Friday
ID-3562,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3563,FALSE,Veronica,NA,NA,Friday
ID-3564,FALSE,Betty,Blue and black,Flattery,Friday
ID-3565,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3566,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3567,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3568,FALSE,Betty,Blue and black,Flattery,Friday
ID-3569,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-3570,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3571,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-3572,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3573,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-3574,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3575,FALSE,Veronica,White and gold,Laziness,Sunday
ID-3576,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3578,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3579,FALSE,Veronica,White and gold,Flattery,Friday
ID-3580,FALSE,Betty,Blue and black,Flattery,Sunday
ID-3581,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3582,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3583,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3584,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3586,FALSE,???,White and gold,Flattery,Sunday
ID-3587,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3588,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3589,FALSE,NA,NA,NA,NA
ID-3590,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3591,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3577,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3592,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3593,FALSE,???,White and gold,Laziness,Sunday
ID-3594,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3595,FALSE,NA,NA,NA,NA
ID-3596,FALSE,Betty,White and gold,Laziness,Friday
ID-3597,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3598,TRUE,Betty,NA,Flattery,Friday
ID-3585,FALSE,NA,NA,NA,NA
ID-3599,FALSE,Veronica,White and gold,Flattery,Friday
ID-3600,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3601,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3602,TRUE,NA,Blue and black,NA,NA
ID-3603,TRUE,NA,NA,NA,NA
ID-3604,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3605,FALSE,Betty,White and gold,Flattery,Sunday
ID-3606,FALSE,Veronica,White and gold,Flattery,Friday
ID-3607,FALSE,NA,NA,NA,NA
ID-3608,FALSE,???,Blue and black,NA,NA
ID-3609,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3610,FALSE,???,Blue and black,Flattery,Friday
ID-3611,FALSE,NA,NA,NA,NA
ID-3612,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-3613,FALSE,Betty,White and gold,Flattery,Friday
ID-3614,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3615,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3616,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3617,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3618,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3620,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3621,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3622,FALSE,Betty,Blue and black,Flattery,Friday
ID-3623,FALSE,???,White and gold,Flattery,Friday
ID-3624,FALSE,Betty,Blue and black,Flattery,Friday
ID-3625,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3626,FALSE,???,Blue and black,Laziness,Friday
ID-3627,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3628,FALSE,Betty,Blue and black,Flattery,Friday
ID-3629,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3630,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3631,TRUE,Veronica,White and gold,Laziness,Sunday
ID-3632,FALSE,Veronica,White and gold,Flattery,Friday
ID-3633,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3634,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-3635,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3636,TRUE,Betty,Blue and black,Lazily flattering someone,NA
ID-3637,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3638,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3639,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3640,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3641,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3642,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3643,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3644,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3645,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3646,FALSE,Betty,White and gold,Flattery,Friday
ID-3647,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3648,FALSE,Betty,White and gold,Flattery,Sunday
ID-3649,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3650,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3619,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3651,FALSE,NA,Blue and black,Lazily flattering someone,Sunday
ID-3652,FALSE,Veronica,Blue and black,NA,NA
ID-3653,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3654,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3655,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3656,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3657,TRUE,Betty,White and gold,Laziness,Friday
ID-3658,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3659,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3660,FALSE,???,White and gold,Laziness,Sunday
ID-3661,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3662,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3663,FALSE,Betty,NA,NA,NA
ID-3664,FALSE,Veronica,White and gold,Flattery,Friday
ID-3665,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3666,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3667,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3668,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3669,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3670,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3671,FALSE,Betty,Blue and black,Laziness,Friday
ID-3672,FALSE,???,Blue and black,Flattery,Sunday
ID-3673,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3674,TRUE,Veronica,Blue and black,Flattery,Friday
ID-3675,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3676,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3677,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3678,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3679,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3680,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3681,FALSE,Betty,White and gold,Laziness,Friday
ID-3682,FALSE,???,NA,Lazily flattering someone,Sunday
ID-3683,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3684,TRUE,???,White and gold,Lazily flattering someone,Friday
ID-3685,FALSE,Betty,Blue and black,Flattery,Friday
ID-3686,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3687,FALSE,Betty,Blue and black,Flattery,Friday
ID-3688,FALSE,Veronica,White and gold,Flattery,Friday
ID-3689,FALSE,???,Blue and black,Flattery,Sunday
ID-3690,FALSE,???,Blue and black,Laziness,Friday
ID-3691,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-3692,FALSE,Veronica,White and gold,Flattery,Friday
ID-3693,FALSE,???,Blue and black,Flattery,Friday
ID-3694,TRUE,Veronica,Blue and black,Laziness,Sunday
ID-3695,FALSE,NA,NA,NA,NA
ID-3696,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3697,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3698,FALSE,???,White and gold,NA,NA
ID-3699,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3701,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3702,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3703,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3704,TRUE,Betty,Blue and black,Flattery,Friday
ID-3705,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3706,FALSE,Veronica,Blue and black,Laziness,Friday
ID-3700,FALSE,Veronica,White and gold,Laziness,Friday
ID-3707,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3708,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3709,FALSE,???,Blue and black,Flattery,Sunday
ID-3710,FALSE,Betty,Blue and black,Flattery,Friday
ID-3711,TRUE,Veronica,Blue and black,Flattery,Friday
ID-3712,FALSE,???,Blue and black,Flattery,Friday
ID-3713,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3714,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3715,FALSE,NA,NA,NA,NA
ID-3716,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3717,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3718,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3719,FALSE,Betty,White and gold,Laziness,Friday
ID-3720,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3721,FALSE,???,Blue and black,Laziness,Friday
ID-3722,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3723,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3724,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3725,FALSE,Veronica,White and gold,Laziness,Sunday
ID-3726,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3727,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3728,FALSE,???,Blue and black,Flattery,Friday
ID-3729,FALSE,Veronica,White and gold,Flattery,Friday
ID-3730,FALSE,Veronica,NA,Flattery,Sunday
ID-3731,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3732,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3733,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3734,FALSE,Veronica,White and gold,Laziness,Friday
ID-3735,FALSE,Betty,White and gold,Flattery,Friday
ID-3736,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3737,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3738,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-3739,FALSE,???,White and gold,Laziness,Friday
ID-3740,FALSE,Betty,White and gold,Laziness,Sunday
ID-3741,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3742,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3743,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3744,FALSE,Betty,Blue and black,Flattery,Friday
ID-3745,FALSE,???,White and gold,Flattery,Friday
ID-3746,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3747,FALSE,Betty,Blue and black,Laziness,Sunday
ID-3748,FALSE,Veronica,White and gold,Laziness,Friday
ID-3749,FALSE,Betty,White and gold,Flattery,Sunday
ID-3750,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3751,FALSE,NA,NA,NA,NA
ID-3752,FALSE,???,NA,Flattery,Friday
ID-3753,FALSE,???,Blue and black,Flattery,Friday
ID-3754,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-3755,FALSE,NA,White and gold,Lazily flattering someone,Friday
ID-3756,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-3757,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3758,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3759,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3760,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3761,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3762,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3763,FALSE,Veronica,NA,Lazily flattering someone,Friday
ID-3765,FALSE,Betty,White and gold,Laziness,Sunday
ID-3766,FALSE,???,NA,NA,Friday
ID-3767,FALSE,Veronica,Blue and black,NA,Sunday
ID-3768,FALSE,Betty,Blue and black,Flattery,Friday
ID-3769,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-3770,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3771,TRUE,NA,NA,NA,NA
ID-3772,FALSE,Betty,Blue and black,Flattery,Friday
ID-3773,FALSE,???,Blue and black,Flattery,Friday
ID-3774,TRUE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3775,TRUE,NA,NA,NA,NA
ID-3776,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-3764,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3777,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-3778,FALSE,Betty,Blue and black,Flattery,Friday
ID-3779,TRUE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-3780,FALSE,Betty,Blue and black,Flattery,Friday
ID-3781,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-3782,FALSE,Betty,Blue and black,NA,Friday
ID-3783,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3784,FALSE,Betty,White and gold,Flattery,Friday
ID-3785,FALSE,Veronica,White and gold,Flattery,Friday
ID-3786,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3788,FALSE,NA,NA,NA,NA
ID-3789,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3790,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3791,TRUE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3792,TRUE,???,White and gold,Lazily flattering someone,Friday
ID-3793,TRUE,???,Blue and black,Lazily flattering someone,Friday
ID-3794,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3795,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3796,FALSE,Betty,White and gold,Flattery,Friday
ID-3797,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-3798,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3799,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3800,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-3787,FALSE,Veronica,White and gold,Flattery,Sunday
ID-3801,FALSE,NA,NA,Lazily flattering someone,Friday
ID-3802,FALSE,Veronica,White and gold,Laziness,Sunday
ID-3803,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3804,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-3805,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3806,FALSE,???,White and gold,NA,NA
ID-3807,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3808,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3809,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-3810,FALSE,???,White and gold,Laziness,Friday
ID-3811,FALSE,???,Blue and black,Flattery,Friday
ID-3812,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3813,FALSE,???,White and gold,Flattery,Friday
ID-3814,FALSE,Betty,White and gold,Flattery,Friday
ID-3815,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-3816,FALSE,Veronica,White and gold,Laziness,Friday
ID-3817,FALSE,Veronica,Blue and black,Flattery,Friday
ID-3818,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-3819,FALSE,Veronica,White and gold,Flattery,Friday
ID-3820,FALSE,Betty,Blue and black,Flattery,Friday
ID-3821,FALSE,Betty,Blue and black,Laziness,Sunday
ID-3822,TRUE,???,White and gold,Lazily flattering someone,Friday
ID-3823,FALSE,NA,NA,NA,NA
ID-3824,FALSE,Veronica,White and gold,Flattery,Friday
ID-3825,FALSE,Betty,White and gold,Flattery,Sunday
ID-3826,FALSE,Veronica,White and gold,Flattery,Friday
ID-3827,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-3828,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-3829,FALSE,Betty,Blue and black,Flattery,Friday
ID-3830,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
